loan_amnt,int_rate,term,installment,grade,sub_grade,purpose,annual_inc,dti,home_ownership,addr_state,delinq_2yrs,inq_last_6mths,revol_util,open_acc,total_acc,earliest_cr_line,loan_status,total_pymnt,total_rec_prncp,recoveries,issue_d,Employment_length
15000,11.53, 36 months,494.86,B,B5,debt_consolidation,64902.0,19.67,MORTGAGE,OH,0.0,2.0,31.0,13.0,40.0,May-2002,Fully Paid,17783.909561482,15000.0,0.0,Oct-2015,-1
15000,5.32, 36 months,451.73,A,A1,debt_consolidation,82000.0,22.83,MORTGAGE,KS,0.0,0.0,43.1,15.0,32.0,Jun-1997,Fully Paid,16190.6614759456,15000.0,0.0,Nov-2015,3
20000,11.26, 36 months,200.47,B,B2,small_business,163900.0,15.02,MORTGAGE,CA,0.0,1.0,59.5,7.0,19.0,Jun-1988,Charged Off,7531.12999999996,2458.15,4310.93,Dec-2008,10
10200,13.99, 60 months,237.29,C,C4,debt_consolidation,60000.0,33.0,RENT,OK,0.0,0.0,42.6,13.0,25.0,Oct-1999,Current,8771.8,5437.41,0.0,Jan-2016,5
6000,12.62, 36 months,201.07,C,C1,debt_consolidation,44000.0,11.92,RENT,CA,0.0,0.0,47.1,8.0,13.0,Aug-2005,Current,3413.98,2553.59,0.0,Sep-2017,0
16000,14.49, 36 months,550.66,C,C4,debt_consolidation,50000.0,5.28,OWN,TX,0.0,0.0,72.7,3.0,9.0,Jul-2005,Current,16533.24,12831.4,0.0,Aug-2016,10
8000,12.69, 36 months,268.36,C,C2,credit_card,55000.0,18.39,RENT,WA,0.0,1.0,83.1,5.0,5.0,Aug-2007,Fully Paid,9403.991648069,8000.0,0.0,Apr-2015,10
20500,9.16, 60 months,427.14,B,B2,credit_card,60000.0,11.1,MORTGAGE,TN,2.0,1.0,25.9,16.0,41.0,Feb-1990,Fully Paid,21699.7922246118,20500.0,0.0,Mar-2016,10
15000,14.49, 36 months,516.25,C,C4,home_improvement,65000.0,19.06,MORTGAGE,FL,2.0,0.0,69.8,17.0,30.0,Jan-1985,Charged Off,5914.38,3165.98,1292.28,Jul-2016,9
19200,25.49, 60 months,569.08,E,E4,credit_card,31000.0,43.94,OWN,KY,0.0,0.0,14.6,4.0,16.0,Sep-2008,Current,12492.57,4460.98,0.0,Apr-2017,0
12225,14.99, 36 months,423.73,C,C5,debt_consolidation,52000.0,36.83,RENT,LA,0.0,0.0,22.5,11.0,27.0,Apr-1997,Charged Off,7117.72,4440.75,771.95,Jan-2015,3
7000,11.99, 36 months,232.47,B,B3,debt_consolidation,85000.0,11.38,MORTGAGE,NV,0.0,1.0,22.8,10.0,12.0,Jun-2007,Fully Paid,7777.82,7000.0,0.0,Mar-2014,8
30000,11.99, 36 months,996.29,B,B3,debt_consolidation,120000.0,12.92,RENT,NC,0.0,2.0,59.4,12.0,23.0,Aug-1997,Fully Paid,34619.2300078588,30000.0,0.0,Feb-2014,10
5500,12.74, 36 months,184.63,C,C1,debt_consolidation,33000.0,14.65,RENT,TX,2.0,1.0,82.9,8.0,13.0,Aug-2005,Current,4238.7,3269.15,0.0,Mar-2017,0
15000,19.03, 60 months,389.36,D,D3,debt_consolidation,65000.0,9.42,MORTGAGE,NJ,1.0,0.0,35.1,20.0,34.0,Jun-1998,Current,6992.62,3127.3,0.0,Aug-2017,10
22000,11.55, 36 months,726.0,B,B4,debt_consolidation,55000.0,29.33,RENT,MD,1.0,1.0,75.0,6.0,11.0,Aug-2008,Current,2192.12,1557.65,0.0,Nov-2018,0
1000,13.56, 36 months,33.97,C,C1,medical,52892.0,6.85,RENT,CA,0.0,0.0,13.1,18.0,61.0,May-2006,Fully Paid,1022.144631487,1000.0,0.0,Dec-2018,10
17000,8.24, 36 months,534.61,B,B1,debt_consolidation,61500.0,24.49,MORTGAGE,CO,1.0,0.0,60.0,7.0,16.0,Sep-2000,Fully Paid,18839.4379066507,17000.0,0.0,Dec-2016,10
5000,12.99, 36 months,168.45,C,C1,home_improvement,74100.0,27.14,MORTGAGE,PA,0.0,0.0,54.5,18.0,44.0,Jul-1993,Fully Paid,5902.82,5000.0,0.0,Oct-2014,10
20000,12.29, 36 months,667.06,C,C1,debt_consolidation,59000.0,28.86,MORTGAGE,FL,0.0,1.0,31.7,22.0,39.0,Nov-1989,Fully Paid,24000.491135983,20000.0,0.0,Mar-2015,10
2850,14.99, 36 months,98.79,C,C5,debt_consolidation,51000.0,10.14,MORTGAGE,FL,0.0,3.0,12.8,10.0,26.0,Feb-1990,Fully Paid,3556.0895175682,2850.0,0.0,Jun-2014,10
6000,11.99, 36 months,199.26,B,B5,debt_consolidation,75000.0,12.26,MORTGAGE,MI,0.0,0.0,52.0,16.0,43.0,Jan-2007,Current,3763.96,2898.95,0.0,Aug-2017,5
10000,17.97, 36 months,361.38,D,D1,debt_consolidation,45000.0,32.83,OWN,TX,0.0,1.0,65.3,8.0,13.0,Dec-1995,Current,1435.54,865.73,0.0,Oct-2018,10
19200,26.3, 60 months,578.28,E,E5,debt_consolidation,56500.0,16.55,RENT,VA,0.0,1.0,89.8,6.0,9.0,Oct-2010,Current,10352.93,3429.84,0.0,Aug-2017,2
15000,7.97, 36 months,469.84,A,A5,debt_consolidation,53000.0,22.33,RENT,NC,0.0,1.0,27.0,22.0,43.0,Mar-1993,Current,8940.25,7470.81,0.0,Jun-2017,10
28000,7.89, 36 months,876.0,A,A5,major_purchase,123000.0,7.29,RENT,CA,2.0,0.0,9.7,9.0,24.0,Mar-1995,Fully Paid,30377.006001531,28000.0,0.0,Dec-2015,9
15050,16.99, 60 months,373.96,D,D3,debt_consolidation,63000.0,7.66,MORTGAGE,MO,0.0,0.0,66.9,6.0,14.0,Sep-2004,Current,17940.8,10948.28,0.0,Feb-2015,7
22400,12.69, 36 months,751.41,C,C2,debt_consolidation,168000.0,16.81,MORTGAGE,WA,1.0,2.0,44.1,20.0,45.0,Mar-2005,Fully Paid,23420.56,22400.0,0.0,Mar-2015,10
15000,16.14, 36 months,528.4,C,C4,home_improvement,60000.0,32.06,MORTGAGE,TX,0.0,0.0,31.1,13.0,36.0,Aug-1992,Current,3685.35,2380.91,0.0,Jul-2018,8
12000,19.99, 60 months,317.86,D,D4,debt_consolidation,44201.0,20.73,MORTGAGE,CO,0.0,0.0,75.1,8.0,16.0,Sep-2004,Fully Paid,14140.9685308817,12000.0,0.0,Aug-2016,5
18000,7.96, 36 months,563.73,A,A5,credit_card,45900.0,12.5,RENT,FL,0.0,1.0,49.9,7.0,13.0,Aug-1996,Current,5089.49,4106.73,0.0,May-2018,-1
11975,9.99, 36 months,386.35,B,B3,debt_consolidation,35000.0,26.27,MORTGAGE,MO,0.0,1.0,58.0,14.0,28.0,Mar-2000,Fully Paid,13891.7020842717,11975.0,0.0,Oct-2015,5
10000,14.07, 36 months,342.12,C,C3,debt_consolidation,36400.0,20.87,OWN,FL,0.0,1.0,42.8,6.0,17.0,Jul-2007,Current,3063.45,2121.39,0.0,May-2018,5
16100,19.03, 60 months,417.91,D,D3,debt_consolidation,71500.0,16.06,MORTGAGE,MA,0.0,0.0,37.4,12.0,23.0,Sep-2010,Fully Paid,17439.3408359818,16100.0,0.0,Jul-2017,10
15000,6.24, 36 months,457.97,A,A2,debt_consolidation,165000.0,5.66,MORTGAGE,NC,0.0,0.0,38.4,8.0,27.0,Nov-2000,Fully Paid,15605.16,15000.0,0.0,Aug-2015,2
24000,21.85, 60 months,660.81,D,D5,other,37232.0,23.53,RENT,TX,0.0,0.0,78.3,7.0,8.0,Nov-2004,Fully Paid,25623.3621922345,24000.0,0.0,Mar-2018,10
24000,21.99, 60 months,662.72,F,F1,debt_consolidation,86700.0,25.59,RENT,TX,0.0,1.0,75.1,15.0,22.0,Jul-2004,Current,27181.32,13447.45,0.0,Sep-2015,4
22000,13.33, 60 months,504.3,C,C3,credit_card,108000.0,13.7,MORTGAGE,LA,0.0,0.0,82.5,11.0,37.0,Dec-1996,Current,22629.99,14473.54,0.0,Feb-2015,10
35000,17.57, 60 months,880.61,D,D4,debt_consolidation,84500.0,29.75,MORTGAGE,IL,0.0,0.0,99.1,8.0,22.0,Apr-2002,Current,36938.04,21154.65,0.0,Aug-2015,9
10000,10.49, 36 months,324.98,B,B2,debt_consolidation,79863.0,7.1,MORTGAGE,TX,0.0,1.0,77.0,7.0,15.0,Mar-1998,Current,7468.71,6022.97,0.0,Mar-2017,10
25000,14.16, 60 months,583.79,C,C2,credit_card,154693.0,7.56,MORTGAGE,TX,0.0,1.0,40.5,15.0,40.0,Feb-1990,Current,34488.41,24423.69,0.0,Feb-2014,9
15125,11.31, 36 months,497.4,B,B3,home_improvement,160000.0,38.14,MORTGAGE,TX,0.0,0.0,73.5,18.0,29.0,Jul-1993,Current,1482.7,1074.61,0.0,Nov-2018,10
35000,11.67, 36 months,1157.0,B,B4,credit_card,180000.0,14.24,MORTGAGE,NY,0.0,0.0,85.7,8.0,31.0,Oct-1994,Fully Paid,38443.53,35000.0,0.0,Jun-2014,7
9775,12.69, 36 months,327.91,C,C2,debt_consolidation,40000.0,33.87,MORTGAGE,TX,0.0,0.0,32.0,9.0,20.0,Oct-2002,Fully Paid,11646.269986838,9775.0,0.0,May-2015,1
11200,8.81, 36 months,355.17,A,A5,home_improvement,105000.0,25.02,MORTGAGE,IL,5.0,1.0,66.8,15.0,28.0,Mar-1999,Current,1051.81,824.86,0.0,Nov-2018,10
7000,9.75, 36 months,225.05,B,B3,debt_consolidation,42500.0,15.02,OWN,MS,2.0,0.0,29.1,21.0,41.0,Nov-1993,Fully Paid,7490.967982855,7000.0,0.0,Mar-2016,10
5000,6.03, 36 months,152.18,A,A1,other,28800.0,3.96,RENT,NJ,0.0,0.0,15.3,6.0,10.0,Dec-1995,Fully Paid,5478.3879809049,5000.0,0.0,Jan-2012,3
5000,7.21, 36 months,154.87,A,A3,home_improvement,65000.0,30.19,MORTGAGE,AR,0.0,0.0,38.7,17.0,26.0,Aug-2008,Current,3095.4,2644.34,0.0,Jun-2017,3
8000,13.59, 36 months,271.84,C,C2,debt_consolidation,50000.0,26.84,OWN,AZ,0.0,1.0,20.7,28.0,40.0,Nov-2007,Current,3246.98,2315.59,0.0,Feb-2018,3
5000,15.61, 36 months,174.83,D,D1,credit_card,50000.0,17.47,RENT,CA,0.0,2.0,37.4,10.0,14.0,Feb-1999,Fully Paid,5457.43,5000.0,0.0,Jun-2014,6
12000,7.89, 36 months,375.43,A,A5,debt_consolidation,65000.0,18.32,RENT,CO,0.0,0.0,56.6,20.0,33.0,Nov-2004,Fully Paid,13533.798585992,12000.0,0.0,Oct-2015,5
30000,11.49, 36 months,989.14,B,B5,home_improvement,115000.0,11.95,MORTGAGE,CA,0.0,0.0,51.9,8.0,12.0,Dec-1998,Fully Paid,33108.1608546674,30000.0,0.0,Apr-2017,10
17050,21.98, 60 months,470.71,E,E4,credit_card,53864.0,13.28,RENT,NC,0.0,1.0,86.8,11.0,18.0,Apr-2006,Charged Off,17886.98,8589.2,0.96,Jun-2013,-1
8000,11.55, 36 months,264.0,B,B4,debt_consolidation,15000.0,19.24,RENT,NJ,1.0,0.0,46.9,12.0,27.0,Nov-2007,Current,1050.87,758.87,0.0,Oct-2018,5
18000,10.99, 60 months,391.28,B,B4,debt_consolidation,75000.0,13.9,RENT,PA,0.0,1.0,45.6,13.0,28.0,Nov-2001,Current,15629.22,10879.34,0.0,Oct-2015,0
15000,9.17, 36 months,478.19,B,B2,debt_consolidation,50000.0,18.03,MORTGAGE,FL,0.0,0.0,75.7,7.0,13.0,Mar-2006,Fully Paid,16141.0800079169,15000.0,0.0,May-2015,5
15000,10.99, 36 months,491.01,B,B4,debt_consolidation,43000.0,8.62,RENT,NY,1.0,1.0,43.3,9.0,30.0,Sep-2004,Charged Off,8183.12,5256.69,1318.14,Jul-2016,6
14600,13.66, 60 months,337.15,C,C3,credit_card,59711.0,22.18,RENT,LA,0.0,0.0,65.4,16.0,42.0,Jun-2002,Fully Paid,19116.4817321062,14600.0,0.0,Nov-2014,5
5000,10.75, 36 months,163.11,B,B2,major_purchase,26100.0,22.99,RENT,TX,0.0,3.0,38.8,6.0,32.0,Oct-1996,Fully Paid,5871.9131105959,5000.0,0.0,Jun-2010,10
15000,14.08, 60 months,349.65,C,C3,debt_consolidation,150000.0,33.16,RENT,NC,0.0,0.0,25.2,38.0,59.0,Sep-1999,Fully Paid,15582.7545595359,15000.0,0.0,Nov-2017,2
28000,11.31, 60 months,613.13,B,B3,credit_card,70000.0,22.01,MORTGAGE,GA,0.0,1.0,55.9,10.0,23.0,Dec-2003,Current,1199.87,701.75,0.0,Dec-2018,2
20500,7.84, 36 months,640.89,A,A4,credit_card,129900.0,11.45,RENT,NV,0.0,1.0,45.0,29.0,47.0,Feb-2003,Current,3836.41,3091.86,0.0,Aug-2018,10
1200,8.24, 36 months,37.74,B,B1,debt_consolidation,41000.0,29.86,MORTGAGE,OR,0.0,2.0,21.4,9.0,22.0,May-2000,Current,905.21,766.83,0.0,Feb-2017,10
25000,20.39, 60 months,667.79,D,D4,debt_consolidation,65000.0,36.23,RENT,CT,0.0,1.0,22.5,23.0,32.0,Jul-2000,Current,5376.97,2128.71,0.0,Jun-2018,10
8000,9.44, 36 months,256.04,B,B1,debt_consolidation,82000.0,34.44,OWN,VA,0.0,1.0,70.4,13.0,21.0,Jul-2005,Current,5630.6,4765.75,0.0,Jun-2017,10
10000,9.93, 36 months,322.35,B,B2,moving,65000.0,24.63,RENT,SC,0.0,0.0,0.3,11.0,20.0,Feb-2002,Fully Paid,10305.986955535,10000.0,0.0,Feb-2018,10
4000,11.55, 36 months,132.0,B,B4,debt_consolidation,65000.0,12.46,RENT,FL,0.0,0.0,18.9,7.0,9.0,Mar-2009,Fully Paid,4212.4955870974,4000.0,0.0,Aug-2018,5
32625,16.55, 60 months,802.95,D,D2,debt_consolidation,130000.0,13.74,RENT,MN,0.0,0.0,16.8,14.0,41.0,May-1997,Fully Paid,38005.3393056132,32625.0,0.0,Nov-2015,9
1500,14.08, 36 months,51.33,C,C3,vacation,32000.0,3.04,RENT,TX,0.0,1.0,7.2,7.0,12.0,Apr-2013,Fully Paid,1558.09079569,1500.0,0.0,Aug-2017,5
12375,18.49, 36 months,450.44,D,D2,debt_consolidation,56492.8,28.97,RENT,TX,0.0,0.0,81.3,6.0,16.0,Sep-2004,Fully Paid,16214.6299900207,12375.0,0.0,Apr-2013,10
10000,14.52, 36 months,344.31,C,C3,debt_consolidation,40000.0,9.81,OWN,NY,0.0,0.0,75.9,11.0,12.0,Oct-2011,Current,3046.79,2109.86,0.0,May-2018,5
8000,8.59, 36 months,252.88,A,A5,debt_consolidation,94000.0,9.3,MORTGAGE,MD,0.0,1.0,13.8,11.0,29.0,Mar-2005,Fully Paid,8250.9959108188,8000.0,0.0,Jul-2016,-1
12150,18.92, 36 months,444.88,D,D4,debt_consolidation,55000.0,6.72,RENT,MD,2.0,0.0,48.5,7.0,17.0,Jan-1983,Fully Paid,16103.5601702683,12150.0,0.0,Apr-2014,10
18000,9.17, 36 months,573.83,B,B2,credit_card,70000.0,21.47,MORTGAGE,NC,1.0,0.0,92.1,8.0,11.0,May-1999,Fully Paid,20680.2985748242,18000.0,0.0,Jun-2015,5
20000,15.59, 60 months,482.02,C,C5,debt_consolidation,95000.0,6.47,RENT,NY,0.0,1.0,59.7,12.0,19.0,Dec-1975,Fully Paid,26285.153681362,20000.0,0.0,Aug-2016,10
10000,11.99, 36 months,332.1,B,B5,debt_consolidation,35000.0,9.01,RENT,ND,1.0,1.0,62.7,21.0,35.0,Aug-2009,Charged Off,3801.89,1807.38,1083.19,May-2017,3
8000,12.29, 36 months,266.83,C,C1,medical,170000.0,12.07,MORTGAGE,MI,0.0,1.0,90.2,23.0,43.0,Mar-1990,Fully Paid,9600.1568414597,8000.0,0.0,Aug-2015,10
11500,19.47, 60 months,301.3,D,D5,debt_consolidation,65000.0,15.97,MORTGAGE,PA,0.0,2.0,64.8,11.0,14.0,May-1984,Fully Paid,15906.9900025063,11500.0,0.0,May-2014,10
10325,14.47, 36 months,355.25,C,C2,credit_card,78000.0,30.97,MORTGAGE,KS,0.0,0.0,17.6,16.0,46.0,May-2007,Current,2114.9,1426.9,0.0,Aug-2018,4
20000,9.44, 60 months,419.46,B,B1,home_improvement,120000.0,13.65,RENT,TX,0.0,0.0,9.4,11.0,21.0,Dec-2003,Current,7109.84,4747.93,0.0,Sep-2017,4
15000,14.11, 36 months,513.44,D,D1,debt_consolidation,63000.0,22.67,RENT,FL,0.0,0.0,92.7,10.0,17.0,Sep-2000,Fully Paid,18483.5072887484,14999.99,0.0,May-2009,2
16000,12.29, 36 months,533.65,C,C1,home_improvement,55000.0,23.17,OWN,NC,0.0,0.0,89.8,6.0,13.0,Apr-1996,Fully Paid,19200.3863711553,16000.0,0.0,Sep-2015,8
10000,23.88, 60 months,286.99,E,E2,debt_consolidation,41000.0,12.76,RENT,CO,0.0,0.0,62.4,7.0,10.0,Nov-2006,Charged Off,2635.98,857.97,0.0,Sep-2017,-1
12800,15.99, 36 months,449.95,C,C5,debt_consolidation,40000.0,2.46,RENT,FL,0.0,0.0,20.1,5.0,6.0,Oct-2005,Current,12144.01,9007.09,0.0,Dec-2016,2
25500,8.19, 36 months,801.32,A,A4,debt_consolidation,100000.0,32.64,MORTGAGE,IN,1.0,0.0,36.8,22.0,36.0,Oct-2001,Current,2392.36,1894.72,0.0,Nov-2018,5
12000,11.67, 36 months,396.69,B,B4,debt_consolidation,88756.0,20.74,MORTGAGE,OH,0.0,0.0,59.0,20.0,35.0,Sep-1994,Fully Paid,14263.0673307112,12000.0,0.0,May-2014,10
5000,10.91, 36 months,163.49,B,B4,home_improvement,115500.0,26.28,MORTGAGE,CA,2.0,0.0,63.6,17.0,35.0,Mar-1995,Fully Paid,5369.9271463715,5000.0,0.0,Oct-2017,9
6675,11.47, 36 months,220.02,B,B5,debt_consolidation,38000.0,12.35,MORTGAGE,KY,0.0,1.0,57.8,6.0,15.0,May-2003,Current,7252.15,6027.38,0.0,May-2016,10
30000,6.11, 36 months,914.16,A,A1,credit_card,178000.0,19.78,RENT,CA,0.0,1.0,59.3,11.0,26.0,Sep-1980,Current,5474.78,4627.01,0.0,Aug-2018,10
5000,6.11, 36 months,152.36,A,A1,credit_card,90000.0,7.55,RENT,CA,0.0,0.0,25.6,15.0,38.0,Jun-2009,Current,463.02,382.65,0.0,Oct-2018,1
12000,13.49, 60 months,276.06,C,C2,debt_consolidation,120000.0,8.84,RENT,CA,0.0,1.0,9.5,6.0,18.0,Oct-2005,Fully Paid,13900.8855036103,12000.0,0.0,Nov-2016,10
12800,20.99, 60 months,346.22,E,E5,debt_consolidation,82500.0,25.73,MORTGAGE,MO,0.0,4.0,88.8,14.0,33.0,Apr-2005,Charged Off,4987.28,1460.5,1208.71,Aug-2015,0
3000,13.56, 36 months,101.9,C,C1,home_improvement,46000.0,18.05,MORTGAGE,NJ,0.0,0.0,57.4,10.0,19.0,Sep-2000,Current,201.54,136.77,0.0,Dec-2018,0
20000,7.49, 36 months,622.04,A,A4,credit_card,100000.0,14.49,MORTGAGE,TX,4.0,2.0,18.8,21.0,36.0,Aug-1982,Current,16786.76,14572.72,0.0,Nov-2016,10
10000,14.33, 36 months,343.39,C,C1,home_improvement,70000.0,6.1,RENT,FL,0.0,2.0,38.4,10.0,15.0,Jun-2007,Fully Paid,12361.6600000025,10000.0,0.0,Aug-2012,3
12000,15.88, 36 months,421.18,C,C4,credit_card,50000.0,23.83,RENT,CA,0.0,0.0,95.2,5.0,7.0,Jun-2001,Charged Off,10950.68,8078.86,0.9,Aug-2013,7
4200,11.53, 36 months,138.56,B,B5,credit_card,60000.0,17.82,MORTGAGE,MI,0.0,1.0,71.2,8.0,18.0,Aug-1996,Charged Off,2364.13,1576.39,270.94,Oct-2015,9
14400,6.89, 36 months,443.91,A,A3,credit_card,150000.0,8.47,RENT,AZ,0.0,0.0,63.0,9.0,19.0,Dec-1985,Fully Paid,15854.555783173,14400.0,0.0,Dec-2015,7
21600,9.99, 36 months,696.87,B,B3,debt_consolidation,61000.0,36.4,RENT,NY,0.0,0.0,52.6,23.0,42.0,Oct-1996,Fully Paid,24574.978087389,21600.0,0.0,Oct-2015,10
20000,9.17, 60 months,416.82,B,B2,debt_consolidation,140000.0,21.14,MORTGAGE,TX,0.0,0.0,47.5,11.0,17.0,Nov-1999,Fully Paid,24147.6344099433,20000.0,0.0,Dec-2015,2
14000,11.31, 60 months,306.57,B,B3,credit_card,40800.0,14.06,MORTGAGE,NC,0.0,0.0,75.1,10.0,12.0,Jan-2007,Current,910.91,528.81,0.0,Nov-2018,5
10000,9.17, 60 months,208.41,B,B2,debt_consolidation,38500.0,21.66,RENT,NY,0.0,1.0,14.7,16.0,24.0,Mar-2011,Charged Off,5539.24,3149.15,926.21,Oct-2015,0
34550,14.47, 60 months,812.37,C,C2,credit_card,68000.0,31.8,MORTGAGE,MN,0.0,0.0,16.0,12.0,25.0,Jan-2005,Current,2409.34,1201.64,0.0,Nov-2018,10
12000,9.16, 36 months,382.5,B,B2,credit_card,75000.0,34.3,RENT,AL,0.0,0.0,94.2,13.0,35.0,Oct-2003,Fully Paid,13586.2987427505,12000.0,0.0,Jun-2016,2
10000,6.11, 36 months,304.72,A,A1,credit_card,75000.0,11.65,RENT,CA,0.0,0.0,47.2,8.0,8.0,Apr-2015,Current,1821.53,1542.34,0.0,Aug-2018,3
20000,9.93, 36 months,644.69,B,B2,credit_card,65000.0,15.47,RENT,CA,0.0,0.0,65.8,9.0,16.0,Aug-2001,Current,12652.04,10298.88,0.0,Jul-2017,2
10200,12.69, 36 months,342.16,C,C2,debt_consolidation,75000.0,36.59,MORTGAGE,TX,0.0,1.0,31.8,22.0,46.0,Jan-1999,Fully Paid,11135.48,10200.0,0.0,Sep-2015,10
22400,8.99, 60 months,464.88,B,B1,debt_consolidation,100000.0,19.12,MORTGAGE,MI,1.0,0.0,25.9,20.0,37.0,Jun-1999,Current,13470.33,9582.5,0.0,Sep-2016,5
18675,7.89, 36 months,584.26,A,A5,credit_card,65000.0,13.42,RENT,FL,2.0,0.0,60.7,6.0,25.0,Jul-2001,Fully Paid,21016.966612858,18675.0,0.0,Dec-2015,1
19200,11.49, 36 months,633.05,B,B5,debt_consolidation,104000.0,23.81,OWN,GA,1.0,0.0,70.4,18.0,35.0,Mar-1992,Current,19600.04,16123.76,0.0,Jul-2016,10
10000,14.07, 60 months,233.05,C,C3,other,100000.0,4.34,RENT,CA,0.0,0.0,31.0,6.0,7.0,Aug-2012,Fully Paid,10005.0774999999,10000.0,0.0,May-2018,4
15000,11.44, 36 months,494.22,B,B4,medical,110000.0,24.93,MORTGAGE,MD,0.0,3.0,35.9,16.0,23.0,Jan-1999,Fully Paid,16528.0214453484,15000.0,0.0,Jan-2017,10
20000,11.49, 36 months,659.43,B,B5,major_purchase,85000.0,24.49,MORTGAGE,HI,0.0,0.0,35.6,15.0,25.0,Mar-2003,Current,16472.98,13146.46,0.0,Jan-2017,7
2000,6.67, 36 months,61.46,A,A2,other,34705.08,20.1,MORTGAGE,TN,0.0,0.0,15.0,8.0,15.0,May-2003,Current,245.1,203.06,0.0,Oct-2018,-1
14000,6.99, 36 months,432.22,A,A2,debt_consolidation,50000.0,5.5,MORTGAGE,OR,0.0,0.0,93.1,6.0,20.0,Jan-2005,Fully Paid,15260.3671163532,14000.0,0.0,Mar-2017,10
6000,7.21, 36 months,185.84,A,A3,car,70000.0,21.09,MORTGAGE,NJ,0.0,0.0,17.4,7.0,22.0,Feb-2005,Current,757.79,604.59,0.0,Oct-2018,10
10000,10.9, 36 months,326.92,B,B4,debt_consolidation,65000.0,21.89,RENT,CA,0.0,1.0,72.2,8.0,11.0,Nov-1998,Current,3590.06,2718.17,0.0,Mar-2018,10
10000,7.07, 36 months,309.1,A,A2,debt_consolidation,125000.0,6.99,MORTGAGE,NY,0.0,0.0,84.3,7.0,12.0,May-1981,Current,5250.77,4459.61,0.0,Sep-2017,10
28000,22.9, 60 months,787.73,E,E1,debt_consolidation,98000.0,37.22,RENT,CA,0.0,0.0,82.0,12.0,20.0,Jul-1997,Current,6230.6,2167.86,0.0,Jun-2018,10
1700,18.45, 36 months,61.85,D,D2,other,45000.0,18.96,OWN,AZ,0.0,0.0,91.7,6.0,9.0,Jan-2011,Current,554.91,341.91,0.0,May-2018,1
7500,20.89, 36 months,282.14,D,D4,other,50000.0,36.46,MORTGAGE,FL,0.0,1.0,99.6,25.0,54.0,Nov-1998,Current,1402.0,784.74,0.0,Sep-2018,10
5000,9.75, 36 months,160.75,B,B3,credit_card,25000.0,5.04,RENT,CA,0.0,0.0,44.0,8.0,12.0,Jul-2007,Current,5623.54,4840.3,0.0,Mar-2016,1
12000,18.99, 60 months,311.23,D,D3,credit_card,105000.0,28.83,MORTGAGE,GA,0.0,0.0,57.3,20.0,44.0,Dec-1997,Current,6875.1,3162.26,0.0,Apr-2017,10
5000,12.74, 36 months,167.85,C,C1,home_improvement,55800.0,10.01,RENT,FL,0.0,1.0,76.7,8.0,8.0,Aug-2006,Fully Paid,5100.7036114809,5000.0,0.0,Oct-2016,10
23000,14.08, 60 months,536.13,C,C3,other,115000.0,5.45,MORTGAGE,IL,0.0,0.0,48.0,7.0,18.0,Oct-1996,Current,7469.84,4022.54,0.0,Dec-2017,10
4800,7.21, 36 months,148.68,A,A3,home_improvement,46600.0,3.04,MORTGAGE,TX,0.0,0.0,13.2,14.0,33.0,May-1987,Current,2383.19,2006.32,0.0,Sep-2017,-1
20000,13.59, 36 months,679.58,C,C2,debt_consolidation,109200.0,13.43,MORTGAGE,NC,1.0,0.0,32.2,11.0,14.0,Apr-2013,Current,12896.92,9544.89,0.0,Jul-2017,3
35000,10.07, 36 months,1130.51,B,B2,debt_consolidation,74000.0,18.6,RENT,HI,0.0,0.0,83.7,7.0,26.0,Jan-2002,Current,7952.74,6007.17,0.0,Jul-2018,10
4800,20.0, 36 months,178.39,D,D4,credit_card,45000.0,22.08,RENT,MN,1.0,0.0,32.5,15.0,20.0,Jan-2011,Current,3384.08,2178.16,0.0,Jul-2017,5
35000,15.22, 60 months,836.7,C,C3,debt_consolidation,150000.0,22.07,MORTGAGE,TX,0.0,0.0,31.8,12.0,40.0,Jun-1992,Fully Paid,45525.74,35000.0,0.0,Aug-2013,8
10000,13.98, 36 months,341.68,C,C3,debt_consolidation,40000.0,10.29,RENT,DC,0.0,2.0,38.6,8.0,10.0,Nov-2003,Charged Off,3891.58,1632.43,1499.82,Jun-2014,1
21000,14.65, 60 months,495.74,C,C5,major_purchase,44000.0,13.61,RENT,FL,0.0,0.0,4.4,18.0,19.0,Sep-2010,Fully Paid,21501.09,21000.0,0.0,Apr-2015,2
18000,12.99, 60 months,409.47,C,C2,debt_consolidation,64000.0,17.64,MORTGAGE,IN,0.0,0.0,61.3,6.0,22.0,May-2004,Current,13908.99,8764.41,0.0,Apr-2016,8
4000,6.92, 36 months,123.37,A,A4,home_improvement,36000.0,8.2,MORTGAGE,CA,1.0,0.0,22.4,4.0,19.0,Mar-1991,Fully Paid,4426.6332916181,4000.0,0.0,May-2015,-1
5050,17.77, 36 months,181.99,D,D1,moving,115000.0,17.25,RENT,NY,0.0,0.0,85.6,14.0,18.0,May-2000,Fully Paid,6551.5203745321,5050.0,0.0,Apr-2013,4
23100,24.74, 60 months,674.5,E,E3,debt_consolidation,55000.0,11.52,RENT,NJ,1.0,0.0,33.9,13.0,31.0,Feb-1996,Current,17317.24,6730.64,0.0,Dec-2016,10
10000,23.4, 36 months,389.19,E,E1,debt_consolidation,80000.0,54.53,MORTGAGE,CA,0.0,0.0,91.6,23.0,33.0,Aug-1999,Fully Paid,11032.4505685903,10000.0,0.0,Aug-2018,1
