loan_amnt,int_rate,installment,sub_grade,issue_d,issue_d_year,issue_d_month,annual_inc,dti,emp_length_years,addr_state,revol_bal,revol_util,credit_history_age_months,total_pymnt,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,payment_to_loan_ratio,income_to_loan_ratio,grade_ord,sub_grade_ord,loan_status_binary
10000,7.07,309.1,1,1970-01-01 00:00:00.000000124,2017,9,125000.0,6.99,10.0,33,34032,84.3,436.0,5250.77,791.16,0.0,1970-01-01 00:00:00.000000032,309.1,0.525077,12.5,7.0,2.0,0
28000,22.9,787.73,20,1970-01-01 00:00:00.000000074,2018,6,98000.0,37.22,10.0,4,68589,82.0,251.0,6230.6,4062.74,0.0,1970-01-01 00:00:00.000000032,787.73,0.2225214285714286,3.5,3.0,21.0,0
1700,18.45,61.85,16,1970-01-01 00:00:00.000000094,2018,5,45000.0,18.96,1.0,3,12016,91.7,88.0,554.91,213.0,0.0,1970-01-01 00:00:00.000000032,61.85,0.3264176470588235,26.47058823529412,4.0,17.0,0
7500,20.89,282.14,18,1970-01-01 00:00:00.000000125,2018,9,50000.0,36.46,10.0,9,5078,99.6,238.0,1402.0,617.26,0.0,1970-01-01 00:00:00.000000032,282.14,0.1869333333333333,6.666666666666667,4.0,19.0,0
5000,9.75,160.75,7,1970-01-01 00:00:00.000000082,2016,3,25000.0,5.04,1.0,4,4967,44.0,104.0,5623.54,783.24,0.0,1970-01-01 00:00:00.000000032,160.75,1.124708,5.0,6.0,8.0,0
12000,18.99,311.23,17,1970-01-01 00:00:00.000000009,2017,4,105000.0,28.83,10.0,10,28641,57.3,232.0,6875.1,3712.84,0.0,1970-01-01 00:00:00.000000032,311.23,0.572925,8.75,4.0,18.0,0
5000,12.74,167.85,10,1970-01-01 00:00:00.000000113,2016,10,55800.0,10.01,10.0,9,16022,76.7,122.0,5100.7036114809,100.7,0.0,1970-01-01 00:00:00.000000076,45.53,1.02014072229618,11.16,5.0,11.0,0
23000,14.08,536.13,12,1970-01-01 00:00:00.000000031,2017,12,115000.0,5.45,10.0,13,10281,48.0,254.0,7469.84,3447.3,0.0,1970-01-01 00:00:00.000000032,536.13,0.3247756521739131,5.0,5.0,13.0,0
4800,7.21,148.68,2,1970-01-01 00:00:00.000000124,2017,9,46600.0,3.04,,42,3774,13.2,364.0,2383.19,376.87,0.0,1970-01-01 00:00:00.000000032,148.68,0.4964979166666667,9.708333333333334,7.0,3.0,0
20000,13.59,679.58,11,1970-01-01 00:00:00.000000063,2017,7,109200.0,13.43,3.0,26,15007,32.2,51.0,12896.92,3352.03,0.0,1970-01-01 00:00:00.000000032,679.58,0.644846,5.46,5.0,12.0,0
35000,10.07,1130.51,6,1970-01-01 00:00:00.000000064,2018,7,74000.0,18.6,10.0,11,30042,83.7,198.0,7952.74,1945.57,0.0,1970-01-01 00:00:00.000000032,1130.51,0.2272211428571428,2.1142857142857143,6.0,7.0,0
4800,20.0,178.39,18,1970-01-01 00:00:00.000000063,2017,7,45000.0,22.08,5.0,22,9289,32.5,78.0,3384.08,1205.92,0.0,1970-01-01 00:00:00.000000032,178.39,0.7050166666666666,9.375,4.0,19.0,0
35000,15.22,836.7,12,1970-01-01 00:00:00.000000016,2013,8,150000.0,22.07,8.0,42,12288,31.8,254.0,45525.74,10525.74,0.0,1970-01-01 00:00:00.000000021,22934.84,1.3007354285714283,4.285714285714286,5.0,13.0,0
10000,13.98,341.68,12,1970-01-01 00:00:00.000000070,2014,6,40000.0,10.29,1.0,7,8529,38.6,127.0,3891.58,759.33,1499.82,1970-01-01 00:00:00.000000037,341.68,0.389158,4.0,5.0,13.0,0
21000,14.65,495.74,14,1970-01-01 00:00:00.000000007,2015,4,44000.0,13.61,2.0,9,1123,4.4,55.0,21501.09,501.09,0.0,1970-01-01 00:00:00.000000047,21022.44,1.0238614285714285,2.095238095238096,5.0,15.0,0
18000,12.99,409.47,11,1970-01-01 00:00:00.000000008,2016,4,64000.0,17.64,8.0,14,17592,61.3,143.0,13908.99,5144.58,0.0,1970-01-01 00:00:00.000000032,409.47,0.7727216666666666,3.555555555555556,5.0,12.0,0
4000,6.92,123.37,3,1970-01-01 00:00:00.000000091,2015,5,36000.0,8.2,,4,10481,22.4,290.0,4426.6332916181,426.63,0.0,1970-01-01 00:00:00.000000095,1090.26,1.106658322904525,9.0,7.0,4.0,0
5050,17.77,181.99,15,1970-01-01 00:00:00.000000005,2013,4,115000.0,17.25,4.0,33,46133,85.6,155.0,6551.5203745321,1501.52,0.0,1970-01-01 00:00:00.000000005,181.87,1.297330767234079,22.77227722772277,4.0,16.0,0
23100,24.74,674.5,22,1970-01-01 00:00:00.000000030,2016,12,55000.0,11.52,10.0,30,17210,33.9,250.0,17317.24,10586.6,0.0,1970-01-01 00:00:00.000000032,674.5,0.7496640692640694,2.380952380952381,3.0,23.0,0
10000,23.4,389.19,20,1970-01-01 00:00:00.000000021,2018,8,80000.0,54.53,1.0,4,62393,91.6,228.0,11032.4505685903,1032.45,0.0,1970-01-01 00:00:00.000000032,9508.19,1.10324505685903,8.0,3.0,21.0,0
15825,25.29,467.18,24,1970-01-01 00:00:00.000000019,2016,8,36000.0,8.4,10.0,9,8963,93.4,124.0,7129.96,3481.24,2013.21,1970-01-01 00:00:00.000000049,467.18,0.4505503949447077,2.2748815165876777,3.0,25.0,0
10000,17.47,251.06,15,1970-01-01 00:00:00.000000010,2018,4,50000.0,32.19,4.0,35,502,1.1,135.0,2500.89,1374.27,0.0,1970-01-01 00:00:00.000000032,251.06,0.250089,5.0,4.0,16.0,0
15000,21.45,568.6,19,1970-01-01 00:00:00.000000084,2018,3,11168.64,103.87,,4,9615,44.5,200.0,6218.85,2601.8,0.0,1970-01-01 00:00:00.000000032,568.6,0.41459,0.744576,4.0,20.0,0
32000,10.91,694.33,8,1970-01-01 00:00:00.000000031,2017,12,110000.0,17.49,2.0,13,65204,85.0,291.0,9681.83,3688.08,0.0,1970-01-01 00:00:00.000000032,694.33,0.3025571875,3.4375,6.0,9.0,0
23700,14.47,557.25,11,1970-01-01 00:00:00.000000064,2018,7,109000.0,32.43,4.0,4,22531,49.3,190.0,3881.7,1911.29,0.0,1970-01-01 00:00:00.000000032,557.25,0.1637848101265822,4.59915611814346,5.0,12.0,0
25000,15.02,595.02,12,1970-01-01 00:00:00.000000064,2018,7,90000.0,6.45,2.0,18,4401,28.0,169.0,25013.5608333333,13.56,0.0,1970-01-01 00:00:00.000000016,25034.42,1.000542433333332,3.6,5.0,13.0,0
15000,10.99,491.01,8,1970-01-01 00:00:00.000000102,2015,11,55000.0,9.67,9.0,42,14994,69.1,107.0,17533.1723019099,2533.17,0.0,1970-01-01 00:00:00.000000067,4289.64,1.16887815346066,3.6666666666666665,6.0,9.0,0
16575,14.47,389.73,11,1970-01-01 00:00:00.000000032,2018,12,180000.0,22.69,10.0,17,17295,44.6,78.0,766.14,384.12,0.0,1970-01-01 00:00:00.000000032,389.73,0.0462226244343891,10.85972850678733,5.0,12.0,0
40000,7.84,808.0,3,1970-01-01 00:00:00.000000125,2018,9,150000.0,12.24,7.0,22,19604,23.3,170.0,4022.58,1253.3,0.0,1970-01-01 00:00:00.000000032,808.0,0.1005645,3.75,7.0,4.0,0
26000,13.99,604.84,13,1970-01-01 00:00:00.000000091,2015,5,85000.0,21.71,10.0,31,13204,84.6,190.0,31737.2742750336,5737.27,0.0,1970-01-01 00:00:00.000000066,19531.1,1.2206643951936,3.269230769230769,5.0,14.0,0
21025,22.91,812.89,20,1970-01-01 00:00:00.000000043,2018,2,192000.0,36.88,6.0,4,56580,76.4,383.0,9760.43,4269.62,0.0,1970-01-01 00:00:00.000000032,812.89,0.4642297265160523,9.131985731272296,3.0,21.0,0
6800,6.11,207.21,0,1970-01-01 00:00:00.000000064,2018,7,95000.0,13.66,0.0,19,7438,18.6,107.0,1445.85,219.13,0.0,1970-01-01 00:00:00.000000032,207.21,0.2126249999999999,13.970588235294118,7.0,1.0,0
5000,8.24,157.24,5,1970-01-01 00:00:00.000000083,2017,3,200000.0,15.0,6.0,37,19454,81.1,191.0,3614.23,563.23,0.0,1970-01-01 00:00:00.000000032,157.24,0.722846,40.0,6.0,6.0,0
20000,16.02,703.34,14,1970-01-01 00:00:00.000000084,2018,3,60000.0,38.0,3.0,47,18256,28.1,172.0,7701.14,2568.71,0.0,1970-01-01 00:00:00.000000032,703.34,0.385057,3.0,5.0,15.0,0
8000,5.32,240.92,0,1970-01-01 00:00:00.000000019,2016,8,52000.0,4.04,5.0,42,6515,7.9,152.0,8570.3127455184,570.31,0.0,1970-01-01 00:00:00.000000050,3513.35,1.0712890931898,6.5,7.0,1.0,0
5000,19.42,184.35,17,1970-01-01 00:00:00.000000084,2018,3,74000.0,17.58,10.0,13,1711,27.2,140.0,2022.46,788.01,0.0,1970-01-01 00:00:00.000000032,184.35,0.404492,14.8,4.0,18.0,0
20000,21.45,546.15,19,1970-01-01 00:00:00.000000124,2017,9,107625.0,34.49,3.0,30,37669,54.8,228.0,9379.89,5670.99,0.0,1970-01-01 00:00:00.000000032,546.15,0.4689945,5.38125,4.0,20.0,0
11900,20.49,318.54,21,1970-01-01 00:00:00.000000090,2014,5,40400.0,25.52,3.0,9,2866,92.5,186.0,14477.92,5212.09,4603.18,1970-01-01 00:00:00.000000022,318.54,1.2166319327731092,3.394957983193277,3.0,22.0,0
17000,14.99,404.34,14,1970-01-01 00:00:00.000000051,2015,1,69000.0,32.28,4.0,36,20326,71.3,218.0,7668.3,3580.03,0.0,1970-01-01 00:00:00.000000103,404.34,0.4510764705882353,4.0588235294117645,5.0,15.0,0
15000,16.91,372.07,14,1970-01-01 00:00:00.000000021,2018,8,52000.0,21.79,10.0,31,2779,20.6,136.0,2218.33,1219.55,0.0,1970-01-01 00:00:00.000000032,372.07,0.1478886666666666,3.466666666666667,5.0,15.0,0
6000,11.99,199.26,10,1970-01-01 00:00:00.000000092,2016,5,75000.0,9.68,4.0,5,17610,50.7,144.0,6567.59,1153.5,0.0,1970-01-01 00:00:00.000000032,199.26,1.0945983333333331,12.5,5.0,11.0,0
10000,9.99,322.63,7,1970-01-01 00:00:00.000000007,2015,4,55000.0,13.4,10.0,26,8257,74.4,92.0,10235.57,235.57,0.0,1970-01-01 00:00:00.000000055,9918.49,1.023557,5.5,6.0,8.0,0
30000,11.99,996.29,9,1970-01-01 00:00:00.000000051,2015,1,105908.0,33.27,8.0,37,33765,86.6,199.0,35157.0264922119,5157.03,0.0,1970-01-01 00:00:00.000000039,12262.34,1.17190088307373,3.530266666666667,6.0,10.0,0
24000,6.89,739.85,2,1970-01-01 00:00:00.000000122,2015,9,148000.0,5.33,10.0,37,14890,27.2,155.0,26615.9857125141,2615.99,0.0,1970-01-01 00:00:00.000000105,739.61,1.1089994046880876,6.166666666666667,7.0,3.0,0
16000,14.33,549.42,10,1970-01-01 00:00:00.000000089,2013,5,100000.0,27.12,9.0,19,128857,64.7,191.0,18513.78580200289,2513.79,0.0,1970-01-01 00:00:00.000000101,10278.46,1.1571116126251806,6.25,5.0,11.0,0
16000,9.67,513.8,5,1970-01-01 00:00:00.000000100,2013,11,50000.0,29.4,5.0,42,7930,31.3,128.0,17491.7022373737,1491.7,0.0,1970-01-01 00:00:00.000000047,431.25,1.0932313898358563,3.125,6.0,6.0,0
4000,16.29,141.21,16,1970-01-01 00:00:00.000000060,2014,7,45000.0,19.07,5.0,7,2705,44.3,99.0,1087.9,210.06,523.06,1970-01-01 00:00:00.000000082,141.21,0.271975,11.25,4.0,17.0,0
12900,24.5,374.87,27,1970-01-01 00:00:00.000000080,2014,3,85000.0,23.14,6.0,23,26944,89.8,145.0,17473.07,4573.07,0.0,1970-01-01 00:00:00.000000093,10725.41,1.3545015503875968,6.589147286821706,2.0,28.0,0
10000,7.69,311.94,3,1970-01-01 00:00:00.000000060,2014,7,84000.0,6.39,10.0,4,544,0.7,198.0,11229.6597891362,1229.66,0.0,1970-01-01 00:00:00.000000049,311.76,1.12296597891362,8.4,7.0,4.0,0
10000,8.18,314.2,5,1970-01-01 00:00:00.000000112,2015,10,41000.0,5.62,10.0,23,8919,58.3,182.0,11285.9943328302,1285.99,0.0,1970-01-01 00:00:00.000000096,313.98,1.12859943328302,4.1,6.0,6.0,0
9600,13.49,325.74,11,1970-01-01 00:00:00.000000113,2016,10,85000.0,33.45,10.0,19,17005,32.8,146.0,11265.2852998837,1665.29,0.0,1970-01-01 00:00:00.000000105,1136.15,1.1734672187378854,8.854166666666666,5.0,12.0,0
12000,12.88,403.64,11,1970-01-01 00:00:00.000000052,2016,1,152955.0,12.7,10.0,13,6824,24.9,199.0,12741.770000523,741.77,0.0,1970-01-01 00:00:00.000000048,8750.36,1.06181416671025,12.74625,5.0,12.0,0
3200,25.65,128.34,27,1970-01-01 00:00:00.000000092,2016,5,9456.0,32.11,,4,7258,80.6,136.0,3557.36,1404.78,107.0,1970-01-01 00:00:00.000000024,106.0,1.111675,2.955,2.0,28.0,0
10000,12.98,336.85,9,1970-01-01 00:00:00.000000105,2018,11,56160.0,28.66,0.0,33,15281,53.4,76.0,1003.34,309.84,0.0,1970-01-01 00:00:00.000000032,336.85,0.100334,5.616,6.0,10.0,0
15850,11.14,519.97,6,1970-01-01 00:00:00.000000069,2013,6,85000.0,19.36,6.0,18,40093,88.3,102.0,18718.5005844722,2868.5,0.0,1970-01-01 00:00:00.000000056,519.55,1.1809779548562902,5.3627760252365935,6.0,7.0,0
15000,7.07,463.64,1,1970-01-01 00:00:00.000000020,2017,8,15000.0,27.36,0.0,37,616,1.6,296.0,16038.1530731321,1038.15,0.0,1970-01-01 00:00:00.000000096,10459.73,1.0692102048754732,1.0,7.0,2.0,0
6000,5.32,180.69,0,1970-01-01 00:00:00.000000030,2016,12,135000.0,15.74,1.0,34,11113,10.0,237.0,6175.449084459,175.45,0.0,1970-01-01 00:00:00.000000049,5094.86,1.0292415140765,22.5,7.0,1.0,0
8000,11.99,265.68,7,1970-01-01 00:00:00.000000027,2013,12,33000.0,16.91,10.0,46,5327,90.3,252.0,9554.65,1554.65,0.0,1970-01-01 00:00:00.000000103,1052.89,1.1943312499999998,4.125,6.0,8.0,0
28000,14.08,652.68,12,1970-01-01 00:00:00.000000020,2017,8,105000.0,29.25,10.0,4,28146,47.9,307.0,30345.0240718622,2345.02,0.0,1970-01-01 00:00:00.000000067,26472.74,1.0837508597093644,3.75,5.0,13.0,0
9000,6.89,277.45,2,1970-01-01 00:00:00.000000061,2015,7,27332.0,31.59,0.0,32,12513,59.6,150.0,9532.9500026631,532.95,0.0,1970-01-01 00:00:00.000000048,5184.44,1.0592166669625669,3.036888888888889,7.0,3.0,0
5000,13.33,169.27,12,1970-01-01 00:00:00.000000071,2015,6,28000.0,21.3,10.0,9,11990,93.7,122.0,6102.8620858411,1102.86,0.0,1970-01-01 00:00:00.000000058,175.11,1.2205724171682202,5.6,5.0,13.0,0
18000,11.99,597.78,7,1970-01-01 00:00:00.000000006,2014,4,55000.0,9.55,8.0,39,18771,56.7,40.0,21553.3313040165,3553.33,0.0,1970-01-01 00:00:00.000000076,597.42,1.197407294667583,3.055555555555556,6.0,8.0,0
15200,19.99,402.63,23,1970-01-01 00:00:00.000000122,2015,9,38000.0,39.04,10.0,41,10376,60.0,148.0,17529.2800026442,2329.28,0.0,1970-01-01 00:00:00.000000056,14325.12,1.1532421054371182,2.5,3.0,24.0,0
17775,14.99,422.78,13,1970-01-01 00:00:00.000000009,2017,4,113000.0,11.12,10.0,32,13436,36.5,338.0,9271.55,4224.77,0.0,1970-01-01 00:00:00.000000032,422.78,0.521606188466948,6.357243319268636,5.0,14.0,0
11000,8.81,348.83,4,1970-01-01 00:00:00.000000032,2018,12,51000.0,9.34,2.0,21,2130,4.8,85.0,3707.95,127.84,0.0,1970-01-01 00:00:00.000000032,348.83,0.3370863636363636,4.636363636363637,7.0,5.0,0
25000,6.99,771.82,1,1970-01-01 00:00:00.000000062,2016,7,138000.0,15.94,7.0,47,59552,67.7,184.0,23916.71,2709.01,0.0,1970-01-01 00:00:00.000000032,771.82,0.9566684,5.52,7.0,2.0,0
3000,19.99,111.48,20,1970-01-01 00:00:00.000000080,2014,3,80000.0,7.47,1.0,33,12254,49.8,148.0,3951.17,951.17,0.0,1970-01-01 00:00:00.000000048,941.21,1.3170566666666668,26.666666666666668,3.0,21.0,0
35000,24.5,1017.07,27,1970-01-01 00:00:00.000000111,2014,10,1050000.0,4.14,10.0,5,2946,44.0,380.0,57805.9282703391,22805.93,0.0,1970-01-01 00:00:00.000000031,17873.42,1.6515979505811171,30.0,2.0,28.0,0
1000,15.81,35.07,13,1970-01-01 00:00:00.000000058,2012,7,52000.0,14.31,10.0,47,5484,80.6,190.0,1228.3295848362,228.33,0.0,1970-01-01 00:00:00.000000046,423.46,1.2283295848362,52.0,5.0,14.0,0
25000,14.65,590.17,14,1970-01-01 00:00:00.000000071,2015,6,75000.0,20.58,7.0,9,21497,35.7,149.0,25356.96,9367.43,0.0,1970-01-01 00:00:00.000000041,590.17,1.0142784,3.0,5.0,15.0,0
7000,10.49,227.49,7,1970-01-01 00:00:00.000000062,2016,7,40000.0,18.66,2.0,22,5291,28.6,85.0,7992.87604032,992.88,0.0,1970-01-01 00:00:00.000000077,3219.67,1.1418394343314286,5.714285714285714,6.0,8.0,0
3600,8.59,113.8,4,1970-01-01 00:00:00.000000019,2016,8,70000.0,21.0,1.0,4,9617,30.5,55.0,3412.28,478.03,0.0,1970-01-01 00:00:00.000000032,113.8,0.9478555555555556,19.444444444444443,7.0,5.0,0
15000,15.04,520.28,13,1970-01-01 00:00:00.000000094,2018,5,55000.0,27.36,2.0,5,21770,80.9,166.0,4701.33,1556.41,0.0,1970-01-01 00:00:00.000000032,520.28,0.313422,3.6666666666666665,5.0,14.0,0
8300,13.99,283.64,13,1970-01-01 00:00:00.000000122,2015,9,42000.0,15.34,0.0,19,6467,58.3,59.0,10213.5661698609,1913.57,0.0,1970-01-01 00:00:00.000000105,283.39,1.2305501409470965,5.0602409638554215,5.0,14.0,0
3825,8.9,121.46,4,1970-01-01 00:00:00.000000015,2012,8,20000.0,20.88,5.0,2,4573,45.7,71.0,2039.08,331.2,344.94,1970-01-01 00:00:00.000000091,121.46,0.5330928104575163,5.228758169934641,7.0,5.0,0
20000,9.99,424.85,7,1970-01-01 00:00:00.000000061,2015,7,124000.0,21.58,8.0,42,27809,42.5,249.0,17446.04,5039.42,0.0,1970-01-01 00:00:00.000000032,424.85,0.872302,6.2,6.0,8.0,1
10000,7.9,312.91,3,1970-01-01 00:00:00.000000120,2013,9,45000.0,17.09,5.0,34,5365,30.3,138.0,11264.4580541241,1264.46,0.0,1970-01-01 00:00:00.000000103,312.6,1.12644580541241,4.5,7.0,4.0,0
6200,9.99,200.03,7,1970-01-01 00:00:00.000000091,2015,5,62800.0,14.83,9.0,48,4512,48.0,257.0,2607.52,578.76,0.0,1970-01-01 00:00:00.000000048,200.03,0.4205677419354838,10.129032258064516,6.0,8.0,0
35000,9.93,1128.21,6,1970-01-01 00:00:00.000000114,2017,10,135000.0,23.14,10.0,4,34976,51.4,178.0,18040.61,3757.49,0.0,1970-01-01 00:00:00.000000032,1128.21,0.5154460000000001,3.857142857142857,6.0,7.0,0
16000,11.14,524.89,6,1970-01-01 00:00:00.000000079,2013,3,76000.0,12.24,10.0,14,12674,44.3,166.0,18687.8700000009,2687.87,0.0,1970-01-01 00:00:00.000000055,5041.31,1.1679918750000564,4.75,6.0,7.0,0
20800,16.02,506.04,14,1970-01-01 00:00:00.000000093,2017,5,102000.0,24.64,10.0,37,206248,57.6,290.0,22452.77,1652.77,0.0,1970-01-01 00:00:00.000000023,19941.08,1.079460096153846,4.903846153846154,5.0,15.0,0
20000,14.47,470.26,11,1970-01-01 00:00:00.000000125,2018,9,37483.0,51.75,10.0,15,28890,86.8,397.0,2335.22,1161.79,0.0,1970-01-01 00:00:00.000000032,470.26,0.1167609999999999,1.87415,5.0,12.0,0
35000,16.29,856.54,16,1970-01-01 00:00:00.000000111,2014,10,88000.0,33.42,10.0,22,126464,91.1,315.0,50503.727570228,15503.73,0.0,1970-01-01 00:00:00.000000041,740.08,1.4429636448636571,2.5142857142857142,4.0,17.0,0
35000,6.99,1080.54,2,1970-01-01 00:00:00.000000052,2016,1,180000.0,17.07,10.0,32,28220,30.6,280.0,37515.24967233,2515.25,0.0,1970-01-01 00:00:00.000000006,22401.28,1.0718642763522856,5.142857142857143,7.0,3.0,0
8000,13.49,271.45,11,1970-01-01 00:00:00.000000009,2017,4,60000.0,24.46,7.0,9,7463,29.0,126.0,5959.91,1457.88,0.0,1970-01-01 00:00:00.000000032,271.45,0.74498875,7.5,5.0,12.0,0
30000,10.42,973.95,7,1970-01-01 00:00:00.000000020,2017,8,81149.0,17.82,6.0,4,23423,75.6,77.0,30637.9999183231,638.0,0.0,1970-01-01 00:00:00.000000095,29681.42,1.0212666639441037,2.7049666666666665,6.0,8.0,0
35000,19.99,927.1,23,1970-01-01 00:00:00.000000091,2015,5,90000.0,28.57,8.0,4,23774,90.1,199.0,16867.42,9009.29,1203.89,1970-01-01 00:00:00.000000084,3708.4,0.4819262857142856,2.571428571428572,3.0,24.0,0
8300,23.4,323.03,20,1970-01-01 00:00:00.000000032,2018,12,51000.0,32.38,2.0,40,3338,10.3,290.0,629.88,304.38,0.0,1970-01-01 00:00:00.000000032,323.03,0.075889156626506,6.144578313253012,3.0,21.0,0
10400,7.9,325.42,3,1970-01-01 00:00:00.000000100,2013,11,200000.0,13.51,7.0,6,8658,78.7,274.0,11715.0650130297,1315.07,0.0,1970-01-01 00:00:00.000000084,325.36,1.1264485589451634,19.23076923076923,7.0,4.0,0
20000,9.17,637.58,6,1970-01-01 00:00:00.000000102,2015,11,60000.0,24.28,9.0,2,21694,93.5,225.0,22942.6172933344,2942.62,0.0,1970-01-01 00:00:00.000000086,637.51,1.14713086466672,3.0,6.0,7.0,0
13000,16.91,462.91,14,1970-01-01 00:00:00.000000064,2018,7,52000.0,31.87,10.0,33,16226,66.2,135.0,5853.03,826.31,0.0,1970-01-01 00:00:00.000000041,462.91,0.4502330769230769,4.0,5.0,15.0,0
8800,10.16,284.62,5,1970-01-01 00:00:00.000000069,2013,6,33000.0,23.13,9.0,39,11676,57.9,213.0,10246.0165230728,1446.02,0.0,1970-01-01 00:00:00.000000056,284.31,1.1643200594400909,3.75,6.0,6.0,0
10000,14.3,343.24,10,1970-01-01 00:00:00.000000100,2013,11,32000.0,20.52,9.0,0,11767,59.1,140.0,11751.0399999988,1751.04,0.0,1970-01-01 00:00:00.000000074,5916.71,1.17510399999988,3.2,5.0,11.0,0
26000,6.71,799.37,2,1970-01-01 00:00:00.000000084,2018,3,98000.0,17.81,2.0,3,20891,57.6,187.0,8825.95,1427.55,0.0,1970-01-01 00:00:00.000000032,799.37,0.3394596153846154,3.769230769230769,7.0,3.0,0
11500,9.67,369.3,5,1970-01-01 00:00:00.000000090,2014,5,114000.0,9.81,2.0,23,13225,59.3,132.0,13292.8392706145,1792.84,0.0,1970-01-01 00:00:00.000000006,706.25,1.1558990670099565,9.91304347826087,6.0,6.0,0
21600,12.74,488.6,10,1970-01-01 00:00:00.000000083,2017,3,90000.0,10.81,0.0,4,12099,43.5,308.0,3870.86,1717.88,0.0,1970-01-01 00:00:00.000000085,488.6,0.1792064814814815,4.166666666666667,5.0,11.0,0
4500,12.62,150.81,10,1970-01-01 00:00:00.000000063,2017,7,20000.0,25.87,1.0,37,3548,42.7,152.0,2862.23,698.34,0.0,1970-01-01 00:00:00.000000032,150.81,0.6360511111111111,4.444444444444445,5.0,11.0,0
12000,15.04,416.22,13,1970-01-01 00:00:00.000000043,2018,2,37000.0,26.11,1.0,4,11462,67.8,63.0,4974.59,1555.41,0.0,1970-01-01 00:00:00.000000032,416.22,0.4145491666666667,3.083333333333333,5.0,14.0,0
9300,17.86,335.57,19,1970-01-01 00:00:00.000000102,2015,11,85000.0,13.98,7.0,4,7095,85.0,126.0,11088.8359055692,1788.84,0.0,1970-01-01 00:00:00.000000030,5900.09,1.192347946835398,9.13978494623656,4.0,20.0,0
8000,5.31,240.89,0,1970-01-01 00:00:00.000000074,2018,6,50000.0,12.87,4.0,33,16650,13.0,291.0,1924.76,255.15,0.0,1970-01-01 00:00:00.000000032,240.89,0.240595,6.25,7.0,1.0,0
1000,12.74,33.57,10,1970-01-01 00:00:00.000000083,2017,3,35000.0,22.7,5.0,22,2720,23.4,193.0,771.4,176.99,0.0,1970-01-01 00:00:00.000000032,33.57,0.7714,35.0,5.0,11.0,0
29050,22.39,1115.31,20,1970-01-01 00:00:00.000000062,2016,7,73600.0,16.89,10.0,36,29027,72.0,130.0,34538.48,10765.63,0.0,1970-01-01 00:00:00.000000032,1115.31,1.1889321858864028,2.5335628227194493,3.0,21.0,0
8000,16.99,285.19,15,1970-01-01 00:00:00.000000083,2017,3,60000.0,20.82,3.0,30,11053,67.0,77.0,3977.56,1336.08,0.0,1970-01-01 00:00:00.000000058,285.19,0.497195,7.5,4.0,16.0,0
24925,17.27,623.08,14,1970-01-01 00:00:00.000000069,2013,6,56000.0,15.13,4.0,4,18435,91.3,118.0,37384.305355128,12459.31,0.0,1970-01-01 00:00:00.000000058,622.59,1.4998718296942026,2.246740220661986,5.0,15.0,0
16000,12.73,537.03,9,1970-01-01 00:00:00.000000105,2018,11,85000.0,4.63,1.0,6,4374,42.9,147.0,1662.02,548.78,0.0,1970-01-01 00:00:00.000000032,537.03,0.10387625,5.3125,6.0,10.0,0
9675,13.59,328.75,11,1970-01-01 00:00:00.000000124,2017,9,40000.0,18.51,3.0,37,5540,67.6,52.0,5581.45,1497.9,0.0,1970-01-01 00:00:00.000000032,328.75,0.5768940568475452,4.134366925064599,5.0,12.0,0
7000,14.16,239.79,11,1970-01-01 00:00:00.000000080,2014,3,40000.0,11.43,2.0,33,12858,38.7,281.0,8635.1339736969,1635.13,0.0,1970-01-01 00:00:00.000000006,2.57,1.2335905676709855,5.714285714285714,5.0,12.0,0
3000,9.44,96.02,5,1970-01-01 00:00:00.000000063,2017,7,74460.0,32.7,10.0,42,22414,82.1,181.0,1821.23,343.35,0.0,1970-01-01 00:00:00.000000032,96.02,0.6070766666666667,24.82,6.0,6.0,0
15000,8.46,473.24,4,1970-01-01 00:00:00.000000115,2018,10,72000.0,38.4,10.0,14,35319,57.6,335.0,1878.86,393.28,0.0,1970-01-01 00:00:00.000000032,473.24,0.1252573333333333,4.8,7.0,5.0,0
21000,18.99,544.64,17,1970-01-01 00:00:00.000000030,2016,12,315000.0,15.47,1.0,4,45603,87.0,255.0,14174.53,7410.62,0.0,1970-01-01 00:00:00.000000032,544.64,0.6749776190476191,15.0,4.0,18.0,0
8000,7.26,247.97,3,1970-01-01 00:00:00.000000029,2015,12,50000.0,31.37,10.0,34,10285,36.0,220.0,8618.889900212,618.89,0.0,1970-01-01 00:00:00.000000066,5153.76,1.0773612375265,6.25,7.0,4.0,0
10000,21.85,275.34,19,1970-01-01 00:00:00.000000084,2018,3,60000.0,15.64,1.0,9,10723,61.3,136.0,10489.6120057319,489.61,0.0,1970-01-01 00:00:00.000000077,10226.41,1.04896120057319,6.0,4.0,20.0,0
12000,19.52,314.74,22,1970-01-01 00:00:00.000000040,2015,2,63570.0,13.76,7.0,24,3212,16.5,236.0,7595.71,4120.21,0.0,1970-01-01 00:00:00.000000066,314.74,0.6329758333333333,5.2975,3.0,23.0,0
11500,8.9,365.17,4,1970-01-01 00:00:00.000000079,2013,3,75396.0,6.72,10.0,9,5407,29.9,243.0,13145.7886316517,1645.79,0.0,1970-01-01 00:00:00.000000065,364.83,1.1431120549262348,6.556173913043478,7.0,5.0,0
